"NO","age","gender","FD1","SD2","UP3","FW4","FD5","SD6","UP7","FW8","FD9","SD10","UP11","FW12","FD13","SD14","UP15","FW16","FD17","SD18","UP19","UP20","FW21","SD22","FW23","SD24","UP25","FW26","UP27","LOC_1","LOC_2","LOC_3","LOC_4","LOC_5","LOC_6","LOC_7"
"JPN2",52,2,3,4,4,2,3,2,5,3,3,4,4,2,3,3,4,5,5,3,4,4,3,4,4,4,3,4,4,5,5,5,4,5,4,4
"JPN2",29,2,1,4,4,2,2,1,5,2,2,2,5,2,5,4,5,4,4,4,5,5,4,4,2,3,4,1,5,2,3,5,2,5,5,5
"JPN2",45,2,4,3,4,4,3,4,4,4,2,4,3,4,4,4,4,4,4,3,3,2,4,5,4,5,3,4,4,6,6,5,5,5,6,6
"JPN2",54,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,4,3,3,3,3,4,3,3,4,5,4,4,5,4,4
"JPN2",22,2,2,4,4,2,3,3,5,3,2,1,5,3,4,3,5,3,3,4,5,5,3,4,3,4,5,4,4,5,5,4,3,3,5,4
"JPN2",45,2,2,3,4,3,3,2,5,3,2,2,4,2,4,2,4,4,4,4,2,4,4,3,2,3,4,2,2,4,4,4,5,3,4,5
"JPN2",40,1,1,3,4,2,2,3,5,4,1,4,4,1,2,4,4,4,1,3,2,5,2,4,4,4,5,4,5,5,5,4,5,2,2,1
"JPN2",21,2,3,4,3,4,3,2,5,4,2,2,5,4,5,3,5,4,3,4,4,5,3,4,2,5,4,4,4,6,7,5,6,7,6,7
"JPN2",30,2,3,3,4,3,4,1,4,1,3,4,4,3,5,4,4,3,5,5,4,4,2,4,4,4,4,2,4,3,5,5,5,6,5,5
"JPN2",18,1,1,4,5,5,1,1,5,5,3,4,5,5,4,3,5,3,5,5,5,5,4,5,2,5,5,4,5,7,7,1,6,5,7,6
"JPN2",41,2,3,3,4,3,3,3,4,4,3,2,4,4,4,3,4,5,4,3,4,4,4,3,4,3,4,4,4,6,6,5,5,6,6,5
"JPN2",45,2,3,3,4,3,1,1,5,4,3,2,4,4,4,2,5,3,4,5,4,5,3,2,2,4,4,3,5,2,1,2,1,6,6,6
"JPN2",53,1,2,2,2,2,2,2,4,3,2,2,2,3,4,2,4,4,2,2,4,2,2,2,2,3,2,2,2,5,5,3,3,3,4,4
"JPN2",19,2,2,2,2,4,2,1,3,4,2,2,2,4,2,2,4,5,2,2,4,2,4,3,4,3,2,4,2,2,2,5,3,3,6,6
"JPN2",48,2,1,2,4,2,5,2,5,5,2,2,5,5,5,3,4,4,4,2,4,4,4,2,4,2,4,2,2,1,3,5,5,2,7,4
"JPN2",28,2,2,3,4,3,1,2,5,4,2,2,4,4,4,4,5,5,5,3,4,5,5,4,4,5,3,4,4,3,2,7,2,5,7,7
"JPN2",30,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,3,4,4,4,3,2,4,4,4,5,4,4,4,3
"JPN2",44,1,2,4,3,4,2,4,5,5,2,2,4,3,5,4,4,5,2,4,4,3,4,4,5,4,3,2,4,6,6,6,6,4,5,4
"JPN2",38,1,3,3,3,4,2,3,4,3,3,3,4,3,3,3,4,5,3,3,5,3,3,3,5,3,4,4,5,4,5,4,4,5,6,6
"JPN2",39,2,3,2,4,2,3,3,5,4,2,4,5,4,2,4,2,5,5,4,3,4,4,4,4,4,3,3,5,6,5,4,4,5,6,5
"JPN2",37,2,2,4,4,4,2,4,3,5,2,1,4,4,4,3,3,5,4,4,2,4,4,2,4,4,2,5,2,2,3,5,4,5,6,3
"JPN2",61,2,1,1,3,1,2,1,4,3,3,1,4,1,1,3,4,5,1,1,3,1,3,2,3,2,1,1,4,3,3,1,1,4,7,6
"JPN2",27,2,1,3,3,1,2,3,4,4,1,3,3,2,1,3,3,5,3,3,3,2,3,3,4,1,1,2,4,4,5,2,3,4,6,4
"JPN2",41,2,2,3,4,2,3,3,4,3,2,4,4,3,4,4,4,3,3,2,4,4,3,4,4,3,4,4,3,3,3,6,4,5,6,3
"JPN2",30,2,4,4,4,3,3,4,5,3,3,3,4,3,5,4,4,3,5,2,3,5,4,4,3,4,5,2,4,5,6,6,6,5,5,5
"JPN2",48,2,3,4,3,3,3,3,4,4,3,4,4,3,4,3,3,4,4,4,4,4,3,4,4,4,3,3,4,6,6,5,6,4,5,5
"JPN2",54,1,4,3,4,2,2,2,3,2,1,2,4,3,4,4,2,3,1,2,2,3,3,3,2,4,2,2,3,4,4,3,3,4,4,4
"JPN2",54,1,2,1,4,3,3,2,4,3,2,3,4,3,4,2,4,3,3,5,4,3,4,3,2,4,3,2,4,3,3,3,5,5,5,5
"JPN2",32,2,4,2,3,2,4,1,5,2,4,3,4,2,5,4,4,4,3,2,2,4,3,4,4,5,4,3,4,3,3,4,5,6,5,3
"JPN2",39,2,2,2,3,3,2,2,3,3,2,2,3,3,4,3,4,3,4,2,3,3,4,2,3,2,2,3,4,4,2,2,2,5,6,6
"JPN2",39,2,2,2,4,3,2,2,5,3,2,2,5,4,4,3,5,4,1,2,4,2,3,1,3,3,2,2,5,2,3,2,3,5,5,5
"JPN2",38,2,4,4,4,3,2,3,3,4,3,3,3,4,2,4,4,4,4,4,2,4,3,3,3,4,4,4,4,4,3,4,4,5,5,5
"JPN2",48,2,3,2,3,3,3,3,5,4,3,2,4,3,3,2,3,5,4,3,4,4,4,2,4,3,3,3,4,4,3,2,5,5,6,6
"JPN2",34,2,2,3,3,2,2,3,4,4,2,3,4,2,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,4,4,4,5,4,4
"JPN2",64,1,4,5,4,2,3,2,5,4,4,1,4,3,4,2,4,4,4,4,3,4,4,4,3,4,3,3,4,5,4,4,6,6,6,6
"JPN2",45,1,1,3,5,1,2,1,4,2,1,1,4,1,4,2,3,1,3,2,3,5,3,4,2,1,3,2,4,5,4,1,2,3,4,5
"JPN2",35,2,5,4,4,3,4,2,5,4,4,5,5,3,4,3,5,5,4,3,4,5,3,4,3,4,4,4,5,2,4,5,3,4,4,5
"JPN2",34,2,3,4,2,1,2,2,4,5,3,3,5,2,3,3,4,5,4,3,4,4,2,4,4,3,3,2,4,4,2,4,6,2,3,4
"JPN2",37,2,2,2,4,4,2,2,4,3,2,3,4,1,2,4,3,2,4,3,4,3,5,3,3,5,2,2,5,2,2,1,2,4,4,5
"JPN2",60,1,2,2,3,3,3,2,3,3,3,4,3,3,3,2,3,4,2,4,3,4,2,4,4,4,3,4,3,2,3,5,3,3,5,5
"JPN2",42,1,4,2,4,4,3,1,4,5,4,3,3,3,4,4,4,5,4,2,4,5,2,4,5,4,4,5,3,7,5,6,7,2,6,5
"JPN2",56,1,1,3,3,1,2,2,3,3,1,2,4,1,2,3,3,4,3,2,3,3,3,2,2,3,2,2,3,3,4,4,4,2,4,4
"JPN2",52,1,3,4,3,3,3,3,3,4,4,3,4,4,4,3,3,5,3,3,3,4,3,3,3,4,3,4,3,3,4,4,3,4,5,5
"JPN2",26,2,4,4,4,2,4,2,4,4,4,4,3,2,3,2,3,4,4,3,4,4,2,4,4,4,4,4,4,3,3,5,5,4,4,5
"JPN2",35,2,3,4,5,4,5,3,5,3,4,5,5,3,4,4,5,4,4,5,2,5,4,5,3,5,5,4,5,5,5,5,5,5,6,7
"JPN2",55,2,2,2,3,2,2,1,5,3,2,2,5,2,3,3,5,4,3,3,5,3,2,2,3,2,3,2,5,4,4,5,5,5,4,4
"JPN2",53,2,4,4,4,4,2,2,4,3,4,3,3,4,4,4,4,5,4,4,3,4,3,3,4,4,4,4,3,5,5,4,4,5,5,5
"JPN2",33,2,3,3,2,3,3,4,4,3,2,2,3,3,3,3,5,3,3,3,3,3,2,3,3,5,5,4,2,5,4,6,4,4,5,4
"JPN2",68,1,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,3,3,5,4
"JPN2",39,2,3,2,4,2,2,3,4,2,2,2,4,2,2,2,4,5,2,4,4,4,3,3,4,4,4,3,4,5,5,4,5,3,5,4
"JPN2",40,2,1,3,4,2,2,2,5,3,1,1,5,4,4,2,5,5,1,2,5,3,4,4,5,1,2,4,5,5,5,3,5,6,6,5
"JPN2",46,1,2,4,4,3,3,1,4,4,2,3,5,2,3,2,4,4,3,2,5,3,3,4,3,4,3,3,5,3,4,4,4,4,5,4
"JPN2",40,2,2,3,4,2,2,2,4,4,3,2,4,3,4,3,4,5,4,3,4,4,3,3,4,2,3,2,4,2,2,3,4,4,6,5
"JPN2",33,2,2,2,4,3,3,2,4,3,4,2,4,3,4,4,3,3,2,4,2,4,2,4,3,4,2,4,4,6,5,3,3,5,2,3
"JPN2",42,1,2,4,3,2,2,3,3,4,3,3,2,4,2,4,4,5,4,4,4,4,5,3,4,3,3,3,4,5,5,6,3,6,7,7
"JPN2",34,1,4,4,3,4,4,3,5,4,4,4,4,3,4,4,4,4,4,5,4,4,5,4,3,4,5,1,5,2,5,3,4,5,6,6
"JPN2",80,1,4,2,2,3,4,2,4,4,2,3,3,4,4,3,3,5,1,3,2,5,3,4,4,4,3,4,4,5,6,5,6,4,4,6
"JPN2",47,1,2,2,4,2,2,2,4,1,2,4,4,3,3,4,4,1,4,2,4,4,3,3,1,3,4,2,4,3,5,4,3,5,5,5
"JPN2",38,2,2,2,3,3,3,3,4,4,2,3,3,4,4,3,4,4,4,3,4,4,3,2,4,3,4,4,4,3,4,4,3,3,5,5
"JPN2",53,2,3,4,2,2,3,1,2,1,3,4,1,2,3,5,2,2,4,3,2,3,2,5,2,5,2,2,2,5,5,2,5,2,3,4
"JPN2",56,1,1,3,3,3,3,1,5,3,1,3,5,3,3,3,5,5,1,2,5,3,5,3,4,3,1,3,5,1,1,1,1,7,7,7
"JPN2",40,1,2,2,4,2,3,1,5,2,2,2,4,2,4,2,4,2,4,2,4,3,1,4,1,4,3,4,4,3,4,5,3,5,6,3
"JPN2",53,2,3,4,2,1,4,1,4,1,3,4,2,3,3,5,2,1,3,3,2,2,1,5,2,5,2,2,3,6,5,2,4,2,3,3
"JPN2",30,2,3,4,3,2,4,4,5,5,3,4,5,4,4,3,5,5,4,2,5,4,4,4,5,4,4,4,5,6,6,6,6,6,6,6
"JPN2",44,2,2,3,2,2,2,2,4,4,2,2,2,3,2,2,2,5,2,5,2,4,1,2,2,4,2,2,4,6,6,7,6,4,5,2
"JPN2",50,1,2,4,4,1,2,2,4,3,2,2,2,1,3,4,4,4,4,2,2,4,2,2,4,2,2,2,4,3,5,5,5,4,6,6
"JPN2",47,1,4,2,4,3,4,1,5,4,4,2,4,1,4,3,5,4,3,4,5,3,4,3,3,4,4,2,5,5,5,5,5,2,5,6
"JPN2",55,1,2,3,4,2,2,2,4,2,3,3,4,2,3,4,4,2,4,3,4,4,2,4,2,3,4,2,4,4,5,5,5,3,5,3
"JPN2",45,1,4,2,2,4,4,3,4,3,4,3,3,4,2,4,4,5,2,3,4,3,3,4,3,4,4,4,4,5,5,3,6,7,6,4
"JPN2",40,1,2,4,3,3,3,2,4,4,3,4,4,2,4,3,4,4,4,2,3,5,4,4,3,3,4,2,5,5,6,5,5,3,4,4
"JPN2",40,2,3,4,4,4,3,4,4,4,3,3,4,4,4,3,4,5,4,3,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5
"JPN2",50,2,3,4,4,3,3,3,5,4,2,3,5,2,4,4,3,4,4,2,5,4,3,3,3,4,4,4,5,5,5,4,6,5,6,5
"JPN2",29,1,2,4,5,2,4,2,4,5,2,3,4,5,2,2,5,4,2,2,4,4,5,4,4,4,4,2,5,6,5,2,4,6,6,6
"JPN2",40,2,2,2,4,1,2,2,4,2,2,1,2,2,4,2,4,4,4,2,4,2,2,4,2,4,2,2,4,3,5,3,5,3,5,2
"JPN2",21,2,2,2,3,3,1,3,2,1,3,2,3,3,3,3,4,3,2,4,2,4,3,4,2,5,4,2,3,5,6,2,3,4,6,7
"JPN2",46,2,1,4,5,4,5,2,5,5,4,5,5,5,5,4,5,5,4,4,4,5,4,4,4,4,5,4,5,2,3,5,6,6,7,6
"JPN2",49,1,3,3,5,2,5,2,5,4,3,5,4,5,5,4,4,5,4,2,4,4,3,5,5,5,4,4,4,1,1,2,6,6,6,5
"JPN2",51,1,3,3,3,3,3,3,3,4,4,3,3,2,3,3,4,4,4,2,3,4,5,3,4,3,4,3,3,4,4,4,4,3,4,4
"JPN2",33,2,3,4,2,2,3,1,5,3,3,5,5,2,2,5,5,5,4,4,4,4,3,5,4,5,3,4,4,6,3,3,5,4,2,4
"JPN2",48,2,1,2,3,2,1,1,4,4,1,2,4,3,3,3,3,5,4,3,3,4,2,3,4,2,2,4,4,3,2,2,2,2,5,5
"JPN2",42,2,1,3,3,3,3,3,5,5,2,2,4,3,4,3,4,5,2,3,3,3,3,4,4,5,4,3,4,5,5,3,5,4,6,6
"JPN2",31,1,1,2,2,4,2,4,5,2,1,3,4,4,3,4,4,2,1,2,4,4,4,3,2,3,4,3,4,4,4,6,6,3,6,4
"JPN2",44,2,2,3,2,3,1,2,4,3,1,2,5,1,4,4,4,4,4,2,3,4,3,4,2,4,3,2,4,2,5,1,1,3,6,6
"JPN2",48,2,3,4,4,3,5,1,4,4,2,4,2,2,4,2,3,4,3,4,2,4,4,4,3,4,2,2,4,3,4,6,5,4,5,4
"JPN2",26,1,2,2,4,4,2,2,4,3,2,2,4,2,3,3,4,5,2,2,4,5,4,3,4,3,4,3,4,3,5,5,5,3,3,3
"JPN2",55,2,1,3,4,1,2,2,5,1,1,3,5,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,5,2,4,4,4,4,4,4
"JPN2",46,1,2,4,4,3,4,3,5,3,4,4,4,2,5,4,4,4,4,2,4,4,2,4,4,5,4,2,4,6,5,3,6,4,5,5
"JPN2",33,2,5,4,4,2,4,1,2,3,5,2,2,4,2,4,2,5,5,3,2,4,3,4,4,4,2,4,3,6,6,6,5,5,5,5
"JPN2",40,1,1,3,2,3,2,1,4,3,1,2,4,3,2,1,4,3,1,3,3,3,4,2,3,3,2,3,4,1,1,1,1,5,7,7
"JPN2",50,1,3,3,3,2,2,3,3,4,3,2,4,3,4,3,4,5,3,2,2,4,3,4,4,3,2,4,3,4,5,5,5,5,5,5
"JPN2",19,1,4,3,4,1,3,3,3,5,3,3,3,3,3,3,3,1,4,2,4,5,1,3,3,5,3,3,3,4,6,4,4,3,5,5
"JPN2",29,2,2,4,4,2,2,2,2,5,2,4,4,2,4,4,4,4,3,3,2,5,3,4,5,5,4,2,3,7,6,5,5,3,6,4
"JPN2",28,2,2,2,3,2,2,2,4,4,2,2,4,4,2,3,3,4,4,3,3,4,3,3,3,4,3,3,4,5,4,4,4,4,6,6
"JPN2",26,2,1,4,4,1,2,2,5,2,1,4,5,2,4,3,4,3,4,4,4,4,2,4,2,4,4,1,4,5,5,3,3,4,5,5
"JPN2",47,2,3,3,3,2,4,3,4,4,3,3,4,4,3,4,4,4,4,4,2,4,2,3,4,4,3,2,4,3,5,3,2,2,6,5
"JPN2",30,1,3,4,4,3,2,2,3,3,3,2,3,3,3,3,4,3,3,3,2,3,4,4,3,3,2,2,3,4,4,5,5,4,5,6
"JPN2",47,2,2,2,3,3,2,2,3,4,2,2,2,3,2,4,3,4,3,2,3,3,2,4,4,4,2,3,3,3,5,4,5,4,5,3
"JPN2",54,2,3,4,2,2,4,2,4,5,3,3,3,2,2,2,4,5,3,2,2,4,2,5,4,3,2,2,3,5,5,1,2,3,4,3
"JPN2",50,1,4,3,4,2,3,3,4,4,3,3,4,3,4,3,4,4,2,3,4,4,3,4,4,3,4,3,4,5,6,5,6,4,5,4
"JPN2",45,2,1,2,3,2,2,1,5,5,5,2,5,1,5,4,5,5,4,4,5,5,1,3,4,4,5,1,5,4,6,4,5,6,6,4
"JPN2",42,3,3,3,4,4,2,3,4,2,2,3,4,2,2,3,4,4,4,2,3,4,3,4,3,4,3,4,4,2,2,5,5,4,5,6
"JPN2",40,2,2,3,4,3,2,3,4,4,3,3,4,4,4,3,4,4,3,4,4,3,4,3,3,3,3,3,4,3,2,3,5,5,5,5
"JPN2",21,1,3,2,3,4,4,2,4,4,2,2,3,4,4,3,5,2,3,4,3,3,3,2,3,4,3,3,1,7,5,6,5,5,5,6
"JPN2",48,2,2,3,3,3,2,3,4,3,3,2,3,3,3,4,4,3,3,3,3,3,4,3,4,4,3,3,4,4,4,5,3,4,5,4
"JPN2",34,1,3,3,3,4,4,3,3,2,2,2,2,3,3,3,3,4,2,3,2,3,4,3,3,3,2,4,3,4,4,5,4,4,5,4
"JPN2",28,2,3,4,3,5,1,3,3,4,2,4,4,4,3,3,4,2,4,4,3,4,5,4,3,4,4,1,2,7,4,1,4,4,4,5
"JPN2",36,2,2,4,4,2,2,2,4,4,3,4,4,2,5,3,4,4,4,2,4,3,4,4,5,3,4,1,3,1,2,4,2,5,6,6
"JPN2",28,2,3,2,3,3,2,1,4,3,2,2,4,3,4,3,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,5,4,5,4,5
"JPN2",50,2,4,3,4,4,4,2,5,4,3,4,4,4,4,4,2,4,4,2,4,3,4,2,4,4,4,4,4,5,3,3,5,6,5,5
"JPN2",31,2,2,2,5,1,3,2,5,4,1,4,4,1,1,4,5,5,4,1,5,5,2,4,4,5,5,1,5,3,5,2,5,2,2,4
"JPN2",28,2,2,4,3,2,2,2,4,3,3,3,4,4,4,3,4,4,4,2,4,4,4,2,3,4,3,2,4,5,5,4,4,5,5,5
"JPN2",46,2,3,3,4,1,3,1,4,3,3,3,3,2,5,4,3,5,4,3,3,4,2,2,4,3,3,3,4,6,6,5,7,4,3,5
"JPN2",48,1,2,2,3,2,2,3,5,2,1,2,4,3,2,2,4,4,4,3,4,3,4,4,3,4,2,4,5,1,1,1,3,5,5,6
"JPN2",42,2,2,2,3,3,3,3,2,4,3,3,3,3,2,4,3,3,3,3,3,4,4,3,3,3,2,3,2,3,4,4,3,3,3,5
"JPN2",32,2,2,3,3,2,1,2,4,4,2,1,5,5,2,3,5,5,3,2,5,3,5,2,1,3,4,1,5,3,2,2,2,4,6,5
"JPN2",37,2,2,3,3,1,4,3,4,3,2,2,4,3,3,4,4,4,3,3,3,5,2,3,3,3,3,2,4,2,5,3,2,4,4,4
"JPN2",41,2,3,4,4,3,2,2,2,4,3,3,2,2,3,4,3,3,4,3,3,4,4,2,4,4,3,3,3,4,4,3,3,5,5,5
"JPN2",40,2,2,3,3,3,2,2,5,3,3,2,5,4,3,4,4,5,2,2,4,4,4,3,4,4,4,3,4,5,5,5,6,5,6,4
"JPN2",40,1,2,3,2,2,3,2,4,2,2,1,5,2,2,3,4,3,2,3,4,4,4,3,4,3,4,2,4,4,4,3,5,5,5,4
"JPN2",45,2,2,2,2,3,2,2,2,3,2,2,2,3,3,4,2,4,4,2,2,2,4,3,4,3,2,3,2,3,2,2,2,4,5,5
"JPN2",45,1,2,3,3,2,2,2,3,3,2,2,3,3,3,4,3,4,2,3,3,4,2,3,3,4,3,3,3,4,5,5,5,4,5,5
"JPN2",30,2,3,3,3,3,3,2,4,4,3,4,4,2,4,3,4,5,3,4,2,4,4,4,4,4,3,2,4,5,5,5,5,3,5,5
"JPN2",58,1,2,2,3,2,4,2,5,4,2,2,5,3,4,2,4,5,4,2,4,4,3,3,4,3,4,4,5,4,3,2,2,3,5,5
"JPN2",31,2,2,3,4,2,1,2,3,2,1,3,2,3,2,3,4,2,3,3,4,4,2,2,3,4,1,2,2,3,2,3,5,5,6,6
"JPN2",49,2,3,2,4,3,4,2,5,4,3,4,4,3,4,3,4,4,4,3,2,4,5,4,3,4,4,2,4,2,3,5,5,6,5,6
"JPN2",44,2,3,4,4,1,4,2,3,1,5,4,4,1,3,4,5,5,5,4,4,5,3,5,2,4,4,1,4,4,7,6,7,5,4,7
"JPN2",42,2,3,2,4,1,4,1,5,3,1,4,5,1,3,4,5,3,4,2,4,4,1,3,2,4,5,3,3,6,5,5,5,3,4,3
"JPN2",55,2,1,2,2,2,4,2,4,2,2,2,4,2,4,2,3,3,4,2,2,2,2,2,4,4,2,2,5,4,3,4,5,2,5,5
"JPN2",28,2,4,4,4,4,2,5,2,5,4,4,4,2,4,4,5,5,4,1,4,5,4,5,4,5,4,2,2,6,6,3,6,3,5,5
"JPN2",58,1,2,3,3,4,3,2,3,2,2,3,3,2,4,3,4,2,4,1,3,5,2,1,2,4,3,2,4,5,3,4,5,5,4,4
"JPN2",31,2,2,2,2,4,3,2,4,5,2,2,4,2,4,3,4,5,3,3,4,3,4,4,5,3,2,2,4,5,5,3,2,5,5,6
"JPN2",29,2,1,4,1,4,5,3,5,5,4,2,2,5,5,4,1,5,4,5,3,5,5,1,2,5,5,5,5,1,3,1,2,5,7,5
"JPN2",53,2,1,3,2,1,3,1,4,5,1,1,4,3,1,1,4,4,3,1,2,3,2,4,2,4,2,3,4,1,1,1,2,2,5,5
"JPN2",30,2,4,4,2,2,5,2,5,2,2,4,5,1,5,2,5,4,4,1,5,5,1,4,4,5,5,2,5,2,6,6,7,5,5,2
"JPN2",45,2,2,2,3,2,4,3,5,4,1,1,5,4,4,4,4,5,4,4,4,4,4,1,4,4,2,4,4,2,4,4,5,5,7,7
"JPN2",23,2,1,5,5,2,3,2,5,2,1,3,5,3,4,3,5,2,3,5,5,4,5,5,3,4,4,3,5,4,4,5,5,5,6,5
"JPN2",28,2,4,4,4,3,3,2,4,3,4,4,4,1,4,2,4,3,4,2,4,4,2,5,2,4,4,3,5,4,5,6,4,5,5,5
"JPN2",43,1,3,4,4,2,4,1,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,5,4,4,5,4,5,5,4,5,4,5,5,5
"JPN2",39,2,2,4,5,4,5,1,5,4,4,2,5,4,5,1,5,4,5,5,5,2,4,5,3,5,3,2,5,2,6,1,5,6,5,5
"JPN2",43,2,3,4,2,4,1,1,4,5,2,2,5,4,2,2,3,5,4,4,4,4,4,4,2,4,1,2,3,2,2,5,5,3,6,6
"JPN2",40,1,1,1,3,1,1,2,5,5,1,1,5,1,2,1,5,4,1,1,1,4,3,1,5,1,3,3,5,1,4,4,2,3,7,7
"JPN2",45,2,4,4,3,2,4,1,5,4,4,4,5,1,4,3,4,4,1,2,4,2,3,4,1,4,4,2,4,4,1,1,6,3,3,1
"JPN2",48,2,2,4,3,2,2,2,4,3,2,3,2,4,4,4,3,3,3,4,2,4,3,3,3,3,3,4,3,5,4,5,5,5,5,5
"JPN2",34,1,2,3,3,3,2,2,4,4,2,2,4,3,4,3,4,4,2,2,3,3,3,3,4,4,2,3,4,4,4,4,3,5,5,5
"JPN2",53,1,2,2,4,3,2,2,5,3,2,2,4,4,2,2,4,3,3,3,4,2,4,2,3,2,2,3,4,5,6,4,5,5,5,3
"JPN2",46,2,2,3,4,3,3,3,4,4,3,3,4,3,4,4,3,4,3,2,3,4,3,4,3,4,3,2,4,4,5,4,4,5,5,5
"JPN2",33,2,2,2,4,2,3,2,4,3,2,3,4,3,4,4,4,4,3,2,4,4,2,4,3,4,3,2,4,3,3,5,5,3,5,4
"JPN2",24,2,2,3,4,2,3,2,4,3,3,3,4,2,4,5,5,2,3,4,4,4,1,3,2,4,4,2,4,3,7,4,3,5,4,4
"JPN2",62,2,3,4,3,2,3,2,3,3,3,4,3,3,3,3,3,4,4,2,4,4,2,4,4,4,4,3,2,3,3,5,3,5,5,6
"JPN2",42,1,1,3,3,3,1,1,4,4,1,3,4,3,1,4,3,5,2,2,3,4,4,4,4,3,2,3,5,2,4,5,4,6,5,6
"JPN2",29,2,3,4,2,3,3,2,5,3,3,3,4,2,4,3,4,5,4,2,4,4,4,3,3,4,3,2,5,4,5,5,4,5,6,6
"JPN2",40,1,3,2,2,2,3,2,4,3,3,2,4,3,3,3,3,4,2,3,3,4,4,2,4,3,4,3,4,3,3,3,4,4,5,5
"JPN2",42,2,2,4,4,4,4,1,5,2,2,4,5,2,5,4,5,4,4,2,4,4,1,4,2,4,2,2,5,5,5,5,5,3,6,5
"JPN2",64,1,2,3,3,3,2,2,3,4,3,3,3,3,3,4,4,3,3,2,3,4,5,4,3,4,3,2,3,3,5,4,5,5,5,5
"JPN2",39,2,2,3,3,1,2,2,5,4,2,3,5,4,3,3,5,4,2,3,5,3,4,3,3,4,3,3,5,3,4,5,4,6,6,5
"JPN2",44,1,3,4,4,3,3,2,5,4,3,3,4,3,2,4,4,5,4,4,4,4,4,4,3,4,3,3,4,5,6,5,5,5,6,6
"JPN2",35,2,3,4,4,3,4,3,3,3,3,3,4,3,3,3,4,4,4,3,3,3,3,4,3,4,3,4,2,4,3,2,4,5,4,4
"JPN2",28,1,4,3,4,2,4,4,4,4,3,2,3,4,3,4,4,5,5,2,2,4,4,4,3,4,4,5,4,3,5,3,5,5,5,4
"JPN2",37,1,5,4,4,3,4,4,4,5,4,4,4,2,4,4,5,5,4,4,4,5,3,5,4,5,4,2,5,6,6,6,6,3,3,4
"JPN2",56,2,3,3,3,1,3,4,5,4,3,3,4,3,4,3,5,5,4,1,5,4,5,3,4,3,4,1,5,1,4,2,4,6,6,6
"JPN2",53,1,2,3,3,3,2,2,4,4,2,3,4,3,2,3,4,3,3,2,4,4,4,4,3,3,3,3,4,3,3,3,3,6,5,6
