"NO","gender","age","FD1","FD5","FD9","FD13","FD17","SD2","SD6","SD10","SD14","SD18","SD22","SD24","UP3","UP7","UP11","UP15","UP19","UP20","UP25","UP27","FW4","FW8","FW12","FW16","FW21","FW23","FW26","FD","SD","UP","FW"
6,2,22,1,1,1,2,1,3,4,2,4,4,3,4,4,2,4,3,1,5,3,3,3,4,5,3,3,2,4,1.2,3.42857142857143,3.125,3.42857142857143
6,2,47,1,1,1,2,3,3,2,3,4,3,3,4,3,2,2,4,2,2,2,4,2,5,2,2,4,4,2,1.6,3.14285714285714,2.625,3
6,2,35,1,5,5,5,2,2,1,2,1,5,2,3,1,3,4,3,2,1,1,5,1,3,1,1,1,1,1,3.6,2.28571428571429,2.5,1.28571428571429
6,2,27,1,1,1,1,1,2,5,2,1,5,4,4,2,4,3,2,3,3,3,4,4,4,3,3,4,3,1,1,3.28571428571429,3,3.14285714285714
6,2,45,2,2,3,4,1,3,1,1,4,2,4,4,4,5,4,2,4,4,2,4,2,2,1,2,1,2,2,2.4,2.71428571428571,3.625,1.71428571428571
6,2,33,1,4,1,2,1,2,2,2,3,2,2,4,2,3,2,3,3,3,2,4,2,4,3,4,4,3,2,1.8,2.42857142857143,2.75,3.14285714285714
6,2,48,1,1,1,1,3,2,1,2,3,3,4,4,2,3,2,3,2,2,1,5,4,4,4,4,5,4,4,1.4,2.71428571428571,2.5,4.14285714285714
6,2,31,2,2,1,1,2,3,1,2,3,2,3,4,2,4,4,4,3,2,2,4,3,3,3,4,3,2,2,1.6,2.57142857142857,3.125,2.85714285714286
6,2,18,1,1,1,2,2,1,2,1,3,5,5,4,3,2,4,2,2,3,2,5,4,4,5,3,4,3,4,1.4,3,2.875,3.85714285714286
6,2,30,1,1,1,2,1,4,3,4,5,3,4,4,4,3,4,4,4,4,3,4,3,2,3,1,1,2,2,1.2,3.85714285714286,3.75,2
6,2,40,1,1,2,2,1,3,3,3,3,2,3,3,3,3,4,4,3,4,2,4,2,5,4,4,4,3,4,1.4,2.85714285714286,3.375,3.71428571428571
6,2,21,1,5,4,1,3,1,1,1,5,3,4,3,2,5,2,4,3,2,2,1,3,5,5,3,5,3,1,2.8,2.57142857142857,2.625,3.57142857142857
6,2,23,2,3,3,3,1,2,2,2,4,3,4,4,2,4,2,2,2,3,2,5,3,4,2,2,2,3,2,2.4,3,2.75,2.57142857142857
6,2,36,2,4,1,2,1,3,4,2,4,4,4,4,2,5,2,3,3,4,3,4,2,3,2,4,4,2,2,2,3.57142857142857,3.25,2.71428571428571
6,2,41,1,1,1,2,1,2,1,2,3,3,2,3,2,5,3,3,3,4,3,5,4,3,3,3,4,3,1,1.2,2.28571428571429,3.5,3
6,2,23,3,1,1,2,1,3,4,2,3,4,3,4,4,3,3,2,3,2,2,4,4,5,4,5,5,5,4,1.6,3.28571428571429,2.875,4.57142857142857
6,2,42,2,2,1,2,2,4,1,2,4,3,4,4,3,5,3,2,3,4,2,4,2,4,4,4,2,2,3,1.8,3.14285714285714,3.25,3
6,2,22,1,1,1,2,4,3,2,3,4,4,1,3,3,5,3,4,2,4,2,5,2,4,4,5,3,4,4,1.8,2.85714285714286,3.5,3.71428571428571
6,2,25,3,2,2,2,3,4,1,2,3,4,4,4,2,2,3,4,2,3,2,3,4,5,4,5,4,5,4,2.4,3.14285714285714,2.625,4.42857142857143
6,2,18,3,1,4,2,5,2,1,2,3,4,2,4,4,2,2,2,2,4,2,2,4,5,5,5,3,4,5,3,2.57142857142857,2.5,4.42857142857143
6,2,39,3,1,4,2,3,4,1,4,5,4,5,5,4,3,3,2,4,4,3,5,2,5,2,4,2,2,4,2.6,4,3.5,3
6,2,41,1,1,1,2,1,4,1,1,4,4,4,2,3,4,3,3,3,2,1,5,3,3,4,5,4,4,4,1.2,2.85714285714286,3,3.85714285714286
6,2,25,3,2,1,3,1,4,1,1,4,3,4,5,2,5,4,4,2,4,3,4,2,4,3,4,3,4,4,2,3.14285714285714,3.5,3.42857142857143
6,2,42,2,3,5,3,3,2,5,2,2,4,4,5,3,2,3,3,3,2,1,5,4,4,4,3,5,2,4,3.2,3.42857142857143,2.75,3.71428571428571
6,2,35,1,2,1,2,1,3,2,3,4,2,3,4,2,4,2,3,2,3,2,4,3,4,3,2,4,2,4,1.4,3,2.75,3.14285714285714
6,2,22,1,2,1,1,1,3,1,1,4,5,4,3,2,5,3,4,4,5,2,5,5,4,5,3,4,1,2,1.2,3,3.75,3.42857142857143
6,2,39,2,1,1,1,1,4,2,4,5,3,4,4,3,2,1,2,1,3,1,3,2,3,4,2,3,2,3,1.2,3.71428571428571,2,2.71428571428571
6,2,24,2,1,2,1,1,2,5,1,5,5,5,1,4,5,3,2,5,5,3,5,3,5,5,5,5,4,5,1.4,3.42857142857143,4,4.57142857142857
6,2,29,3,3,3,3,3,4,2,4,4,4,2,3,2,2,3,4,2,3,2,2,1,4,3,3,2,2,3,3,3.28571428571429,2.5,2.57142857142857
6,2,40,3,1,1,3,4,3,2,2,3,2,3,4,2,4,1,3,4,2,1,5,1,4,4,2,2,2,4,2.4,2.71428571428571,2.75,2.71428571428571
6,2,26,1,1,1,3,2,4,1,2,4,3,3,2,5,4,4,3,4,4,4,5,5,4,5,3,4,4,4,1.6,2.71428571428571,4.125,4.14285714285714
6,2,24,1,1,1,3,1,4,3,3,3,4,2,3,2,5,3,3,3,3,4,5,3,5,5,4,4,4,5,1.4,3.14285714285714,3.5,4.28571428571429
6,2,21,1,1,1,1,2,3,1,1,4,5,4,4,1,3,2,3,4,4,3,4,2,4,3,4,4,2,3,1.2,3.14285714285714,3,3.14285714285714
6,2,22,1,2,1,2,3,2,3,3,3,3,4,3,2,2,2,3,4,2,1,3,3,4,4,2,3,2,2,1.8,3,2.375,2.85714285714286
6,2,58,3,1,1,2,4,4,3,2,1,4,3,4,2,4,2,2,2,4,2,4,4,3,2,3,2,3,1,2.2,3,2.75,2.57142857142857
6,2,58,2,2,1,1,1,2,3,4,2,3,4,4,4,5,3,2,2,3,1,4,4,5,4,2,2,4,3,1.4,3.14285714285714,3,3.42857142857143
6,2,28,1,2,2,3,2,3,1,1,4,3,4,4,4,5,4,3,3,4,2,5,3,4,4,4,4,4,4,2,2.85714285714286,3.75,3.85714285714286
6,2,21,1,1,1,1,1,2,2,2,4,3,3,3,4,4,2,2,3,3,2,5,3,5,3,5,3,4,2,1,2.71428571428571,3.125,3.57142857142857
6,2,20,3,2,4,4,2,4,1,4,2,4,3,2,2,4,3,2,2,4,2,4,4,4,3,3,2,4,4,3,2.85714285714286,2.875,3.42857142857143
6,2,21,1,1,1,5,1,2,4,1,5,2,3,4,4,5,5,3,4,1,5,5,3,4,4,4,4,4,5,1.8,3,4,4
6,2,24,1,4,4,4,3,3,2,2,3,4,3,2,1,5,3,3,4,4,2,5,2,4,5,3,5,3,4,3.2,2.71428571428571,3.375,3.71428571428571
6,2,19,1,1,1,3,1,2,5,1,3,3,3,4,2,5,2,2,2,3,3,5,1,1,4,1,2,1,1,1.4,3,3,1.57142857142857
6,2,21,1,1,1,1,1,1,3,1,1,5,1,1,1,2,1,1,1,1,1,3,5,5,3,5,5,3,3,1,1.85714285714286,1.375,4.14285714285714
6,2,23,3,1,1,3,2,3,1,2,2,2,2,3,3,3,1,2,2,3,2,2,3,3,3,2,2,2,2,2,2.14285714285714,2.25,2.42857142857143
6,2,21,1,1,1,1,2,4,1,4,4,4,4,4,3,5,4,3,3,5,3,4,4,5,3,5,4,4,3,1.2,3.57142857142857,3.75,4
6,2,37,2,2,2,2,1,4,5,2,2,5,3,3,5,4,3,2,2,4,3,3,2,5,2,5,1,5,2,1.8,3.42857142857143,3.25,3.14285714285714
6,2,29,2,2,1,3,3,3,5,3,4,5,4,4,4,3,3,1,3,2,3,2,1,2,5,2,1,2,4,2.2,4,2.625,2.42857142857143
6,2,25,2,1,2,2,2,2,1,1,3,1,3,4,2,3,2,3,2,2,2,2,3,2,3,2,3,2,3,1.8,2.14285714285714,2.25,2.57142857142857
6,2,22,1,2,1,4,2,3,2,2,3,3,2,3,3,3,2,2,2,2,2,4,4,5,5,2,3,2,4,2,2.57142857142857,2.5,3.57142857142857
6,2,36,1,2,1,1,1,1,2,1,4,4,4,4,4,3,4,3,4,4,4,3,3,4,4,2,4,1,2,1.2,2.85714285714286,3.625,2.85714285714286
6,2,23,1,1,1,2,1,2,2,1,3,4,4,3,4,2,3,2,3,2,1,3,3,4,2,3,3,4,3,1.2,2.71428571428571,2.5,3.14285714285714
6,2,17,1,1,1,1,1,1,3,1,3,1,3,4,2,5,1,2,4,3,2,5,2,5,2,4,3,1,4,1,2.28571428571429,3,3
6,2,36,2,2,2,1,1,2,2,2,2,1,4,4,2,5,2,2,4,2,2,4,4,2,2,2,3,2,2,1.6,2.42857142857143,2.875,2.42857142857143
6,2,22,2,1,2,2,3,3,2,3,5,3,4,5,1,4,2,5,3,2,2,5,2,5,3,5,4,4,3,2,3.57142857142857,3,3.71428571428571
6,2,17,4,3,1,2,3,4,5,3,4,4,4,3,5,5,4,4,5,5,4,5,4,4,5,5,3,4,5,2.6,3.85714285714286,4.625,4.28571428571429
6,2,39,2,2,1,2,1,3,1,3,2,3,3,3,3,5,2,3,4,4,3,4,3,4,2,4,2,2,3,1.6,2.57142857142857,3.5,2.85714285714286
6,2,23,1,1,1,1,1,1,3,1,3,3,3,4,2,2,3,3,2,4,3,4,3,3,3,2,2,2,2,1,2.57142857142857,2.875,2.42857142857143
6,2,26,4,4,1,2,2,4,4,2,2,2,2,2,4,3,3,3,2,2,2,2,4,2,4,3,2,2,3,2.6,2.57142857142857,2.625,2.85714285714286
6,2,28,3,1,1,1,1,1,2,1,2,1,1,2,3,4,2,2,4,2,1,1,4,4,5,5,4,4,5,1.4,1.42857142857143,2.375,4.42857142857143
6,2,60,1,2,1,2,1,4,1,3,3,3,4,4,3,5,2,2,4,3,2,5,4,4,4,4,3,4,4,1.4,3.14285714285714,3.25,3.85714285714286
6,2,21,4,2,1,2,4,5,1,4,5,2,4,4,4,5,4,4,4,4,4,4,2,5,1,4,2,2,2,2.6,3.57142857142857,4.125,2.57142857142857
6,2,25,1,4,5,1,4,1,2,1,5,5,5,2,5,5,1,1,4,5,4,1,3,3,5,5,1,4,4,3,3,3.25,3.57142857142857
6,2,27,1,1,1,1,1,3,4,3,4,3,4,4,1,2,1,2,1,2,1,3,4,5,4,3,4,4,3,1,3.57142857142857,1.625,3.85714285714286
6,2,27,1,1,2,2,1,3,3,3,4,4,4,4,3,4,2,3,3,4,2,2,4,4,3,4,3,3,2,1.4,3.57142857142857,2.875,3.28571428571429
6,2,21,1,1,1,4,1,5,4,1,5,4,4,3,3,5,4,3,4,2,3,5,3,5,5,4,4,5,3,1.6,3.71428571428571,3.625,4.14285714285714
6,2,20,1,1,2,2,3,4,1,3,5,2,4,4,3,2,4,3,4,4,1,5,2,4,4,4,2,5,3,1.8,3.28571428571429,3.25,3.42857142857143
6,2,42,2,1,2,2,1,5,2,3,4,5,4,4,2,5,4,2,2,5,2,5,2,2,1,5,2,4,1,1.6,3.85714285714286,3.375,2.42857142857143
6,2,22,1,1,1,1,1,3,4,3,3,3,4,1,5,4,3,2,4,4,4,5,4,4,4,3,4,3,3,1,3,3.875,3.57142857142857
6,2,57,1,1,1,1,1,3,3,3,4,3,2,4,2,5,2,2,2,3,3,5,3,5,4,5,3,4,4,1,3.14285714285714,3,4
6,2,24,1,1,1,2,1,2,3,1,5,3,2,3,1,5,3,4,3,2,2,5,2,4,4,2,2,2,3,1.2,2.71428571428571,3.125,2.71428571428571
6,2,39,1,1,1,1,2,3,2,4,4,4,4,5,3,4,3,3,2,3,2,2,2,3,4,3,3,4,3,1.2,3.71428571428571,2.75,3.14285714285714
6,2,19,1,1,1,1,1,1,1,1,4,2,1,3,3,4,5,2,4,1,1,5,3,3,3,2,3,2,2,1,1.85714285714286,3.125,2.57142857142857
6,2,25,1,1,1,1,1,3,1,2,3,2,3,3,4,4,3,2,3,3,3,4,4,3,3,4,3,3,3,1,2.42857142857143,3.25,3.28571428571429
6,2,23,3,2,2,2,1,3,2,2,2,4,3,5,2,5,2,3,1,2,2,3,2,4,4,5,3,3,4,2,3,2.5,3.57142857142857
6,2,41,4,3,4,2,5,3,5,4,2,5,4,2,2,1,5,2,2,4,3,2,2,2,3,2,2,2,3,3.6,3.57142857142857,2.625,2.28571428571429
6,2,24,1,2,2,3,3,2,2,2,4,2,4,2,3,5,2,3,2,2,2,5,3,5,3,3,1,5,1,2.2,2.57142857142857,3,3
6,2,26,1,3,1,2,2,3,1,3,2,3,3,3,3,3,2,2,3,3,3,3,1,4,3,4,3,3,2,1.8,2.57142857142857,2.75,2.85714285714286
6,2,19,1,2,1,1,1,3,1,1,2,2,2,2,2,4,4,4,4,3,1,5,3,3,3,2,3,2,2,1.2,1.85714285714286,3.375,2.57142857142857
6,2,21,2,1,2,4,3,2,3,1,4,4,4,2,4,5,5,4,5,4,3,4,2,4,5,4,1,3,4,2.4,2.85714285714286,4.25,3.28571428571429
6,2,18,2,1,1,2,2,3,3,2,3,2,4,2,2,2,2,2,2,3,2,4,3,4,3,4,3,4,3,1.6,2.71428571428571,2.375,3.42857142857143
6,2,23,1,1,1,3,1,3,1,2,4,3,4,2,2,2,3,3,3,3,1,4,1,4,2,2,4,1,3,1.4,2.71428571428571,2.625,2.42857142857143
6,2,27,2,1,1,2,2,2,1,2,2,1,2,3,5,2,3,2,2,3,3,4,1,2,3,2,2,2,5,1.6,1.85714285714286,3,2.42857142857143
6,2,19,2,1,2,3,1,4,1,1,3,5,5,5,1,5,1,5,5,3,4,5,3,5,5,2,1,4,5,1.8,3.42857142857143,3.625,3.57142857142857
6,2,21,1,4,4,4,3,2,1,2,3,4,2,4,1,5,4,3,4,4,3,4,3,4,4,4,3,3,2,3.2,2.57142857142857,3.5,3.28571428571429
6,2,18,4,4,1,3,1,3,5,1,4,3,5,5,3,2,3,4,2,4,2,4,3,3,2,4,4,3,1,2.6,3.71428571428571,3,2.85714285714286
6,2,19,1,1,1,1,2,4,5,3,3,4,4,1,5,1,3,1,1,3,1,1,4,3,1,1,3,1,1,1.2,3.42857142857143,2,2
6,2,23,2,1,2,3,4,2,1,1,3,3,3,3,2,4,3,3,2,3,3,4,4,3,4,5,3,3,3,2.4,2.28571428571429,3,3.57142857142857
6,2,20,1,1,1,1,1,5,2,2,4,3,3,4,1,5,2,2,3,2,1,5,4,5,3,4,4,1,5,1,3.28571428571429,2.625,3.71428571428571
6,2,25,1,1,1,2,1,4,3,3,3,5,3,3,3,3,3,2,2,3,2,3,1,5,4,5,1,5,1,1.2,3.42857142857143,2.625,3.14285714285714
6,2,29,4,1,1,2,1,3,4,4,4,3,4,3,5,4,2,3,4,4,2,5,4,4,4,3,4,2,4,1.8,3.57142857142857,3.625,3.57142857142857
6,2,22,1,1,1,1,1,1,3,1,2,4,4,1,3,5,3,3,3,3,2,5,2,4,3,3,3,4,4,1,2.28571428571429,3.375,3.28571428571429
6,2,24,1,1,1,2,2,4,2,4,4,3,4,4,3,3,2,4,3,2,2,5,2,5,4,2,2,2,4,1.4,3.57142857142857,3,3
6,2,23,1,1,1,1,1,3,4,1,3,3,2,2,3,5,2,2,4,3,3,5,1,3,5,3,4,2,4,1,2.57142857142857,3.375,3.14285714285714
6,2,24,1,1,1,2,1,1,1,1,5,5,3,1,3,5,4,2,5,5,2,5,4,5,4,5,4,4,4,1.2,2.42857142857143,3.875,4.28571428571429
6,2,50,2,2,2,2,2,4,2,3,3,3,3,4,5,4,3,3,2,2,2,3,2,4,4,4,2,3,3,2,3.14285714285714,3,3.14285714285714
6,2,24,2,1,2,2,2,2,2,2,4,3,2,3,2,3,2,3,3,3,2,3,3,3,3,4,4,4,3,1.8,2.57142857142857,2.625,3.42857142857143
6,2,49,1,1,1,2,4,3,3,2,3,2,3,1,2,5,3,4,3,4,2,2,4,5,4,4,4,4,4,1.8,2.42857142857143,3.125,4.14285714285714
6,2,25,3,2,3,4,3,3,1,2,3,4,4,4,2,4,2,2,3,4,2,4,2,4,4,4,2,2,4,3,3,2.875,3.14285714285714
6,2,24,3,5,4,5,1,5,5,4,4,5,3,4,3,1,4,1,1,1,1,1,5,4,2,4,1,4,2,3.6,4.28571428571429,1.625,3.14285714285714
6,2,38,3,2,2,2,2,3,1,1,2,3,3,4,2,5,2,3,3,4,2,5,3,4,2,4,3,3,4,2.2,2.42857142857143,3.25,3.28571428571429
6,2,24,1,1,2,3,2,2,1,4,3,4,4,4,4,5,3,2,4,4,2,4,3,4,3,1,2,2,2,1.8,3.14285714285714,3.5,2.42857142857143
6,2,72,4,2,2,2,1,4,1,1,4,2,4,3,3,5,2,3,2,4,1,4,4,4,4,4,5,4,5,2.2,2.71428571428571,3,4.28571428571429
6,2,22,1,2,1,2,1,3,1,2,5,5,3,4,5,4,4,5,4,3,4,4,4,5,4,4,4,5,3,1.4,3.28571428571429,4.125,4.14285714285714
6,2,34,1,2,1,3,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,2,4,4,4,3,3,3,1.8,3.28571428571429,3.125,3.28571428571429
6,2,29,1,1,1,2,3,4,2,3,4,2,4,2,5,5,2,3,4,5,2,5,2,4,3,5,1,3,5,1.6,3,3.875,3.28571428571429
6,2,22,2,2,1,2,3,4,1,1,2,2,4,4,4,3,3,3,2,4,2,3,2,3,4,4,3,3,3,2,2.57142857142857,3,3.14285714285714
6,2,23,2,3,2,2,2,2,3,3,3,3,3,3,2,4,3,3,3,4,3,3,4,2,2,5,3,3,2,2.2,2.85714285714286,3.125,3
6,2,22,3,1,2,2,1,5,2,2,5,2,5,4,3,5,4,3,2,4,2,4,3,4,5,5,3,4,3,1.8,3.57142857142857,3.375,3.85714285714286
6,2,21,1,1,1,2,1,2,1,1,3,3,3,3,3,2,3,2,2,2,2,4,1,2,2,1,2,2,2,1.2,2.28571428571429,2.5,1.71428571428571
6,2,19,1,1,1,1,1,1,2,1,3,4,3,4,4,3,3,3,3,3,3,3,4,4,3,3,2,2,4,1,2.57142857142857,3.125,3.14285714285714
6,2,29,3,2,2,2,2,4,1,3,3,4,5,4,2,5,3,4,3,3,2,4,4,4,4,4,4,4,4,2.2,3.42857142857143,3.25,4
6,2,25,2,1,2,2,3,2,1,1,4,2,4,2,3,2,3,2,2,3,3,1,3,4,3,3,3,1,2,2,2.28571428571429,2.375,2.71428571428571
6,2,53,3,3,2,2,4,4,2,3,3,5,3,3,2,3,2,2,3,3,2,2,2,4,4,3,4,4,3,2.8,3.28571428571429,2.375,3.42857142857143
6,2,22,1,1,1,1,1,4,3,3,3,5,3,4,1,5,1,1,3,3,3,5,2,5,5,5,1,1,2,1,3.57142857142857,2.75,3
6,2,38,3,1,2,2,2,3,2,2,3,3,4,2,2,3,2,2,2,3,2,2,4,4,2,4,4,3,2,2,2.71428571428571,2.25,3.28571428571429
6,2,22,1,1,1,1,2,4,1,3,3,3,4,4,3,3,2,2,2,2,2,3,4,3,4,3,3,3,2,1.2,3.14285714285714,2.375,3.14285714285714
6,2,24,1,4,1,2,1,3,2,2,4,1,5,5,3,5,3,3,3,4,3,5,3,3,1,3,1,2,2,1.8,3.14285714285714,3.625,2.14285714285714
6,2,40,1,1,1,1,1,3,3,3,3,1,2,3,1,3,1,3,1,3,2,2,1,3,3,3,3,3,3,1,2.57142857142857,2,2.71428571428571
6,2,24,2,2,1,4,1,3,2,2,3,4,4,4,3,1,1,3,3,2,2,3,1,4,4,3,3,4,1,2,3.14285714285714,2.25,2.85714285714286
6,2,49,3,1,1,3,1,4,2,3,4,4,4,3,3,5,4,4,4,3,2,4,2,3,4,2,1,2,2,1.8,3.42857142857143,3.625,2.28571428571429
6,2,29,1,1,2,1,3,1,1,1,1,2,4,4,1,3,3,3,2,4,3,4,1,3,2,4,4,3,4,1.6,2,2.875,3
6,2,19,1,1,1,3,1,4,3,3,4,2,5,3,3,5,1,3,1,2,1,5,3,5,4,4,3,4,3,1.4,3.42857142857143,2.625,3.71428571428571
6,2,27,1,2,1,3,1,2,1,3,3,1,3,4,2,3,2,4,2,2,2,4,4,4,4,4,4,3,2,1.6,2.42857142857143,2.625,3.57142857142857
6,2,18,1,1,1,1,2,3,3,2,4,4,4,4,3,4,2,4,2,4,2,4,4,4,4,4,4,2,5,1.2,3.42857142857143,3.125,3.85714285714286
6,2,21,3,2,3,3,3,3,1,1,1,3,1,2,2,5,3,5,2,4,2,4,4,4,4,5,2,3,4,2.8,1.71428571428571,3.375,3.71428571428571
6,2,17,1,1,1,1,1,2,2,1,5,4,4,1,2,5,2,3,3,3,1,5,4,4,4,4,4,4,5,1,2.71428571428571,3,4.14285714285714
6,2,19,1,2,3,5,3,2,5,1,3,3,2,4,3,3,4,3,4,3,4,5,3,3,4,5,3,1,4,2.8,2.85714285714286,3.625,3.28571428571429
6,2,37,1,2,1,1,2,4,2,1,2,2,4,4,1,2,2,2,2,3,2,4,2,3,3,3,2,2,3,1.4,2.71428571428571,2.25,2.57142857142857
6,2,22,2,2,1,4,3,3,3,2,4,2,4,5,2,1,2,4,3,4,2,4,3,2,1,2,4,3,4,2.4,3.28571428571429,2.75,2.71428571428571
6,2,20,1,1,1,1,1,3,1,3,4,4,1,2,1,2,1,1,1,2,1,5,3,5,4,5,2,1,1,1,2.57142857142857,1.75,3
6,2,20,2,1,3,1,3,1,2,2,2,4,4,4,1,4,2,2,2,4,2,5,3,2,4,2,4,2,4,2,2.71428571428571,2.75,3
6,2,28,1,1,1,1,4,1,2,1,4,4,5,5,1,5,2,4,2,4,1,5,2,4,4,4,3,4,2,1.6,3.14285714285714,3,3.28571428571429
6,2,19,1,1,1,4,2,3,3,3,4,3,4,4,4,4,3,4,3,3,2,4,4,4,5,3,4,4,3,1.8,3.42857142857143,3.375,3.85714285714286
6,2,19,1,1,1,1,1,2,1,3,3,2,3,1,1,3,1,3,3,4,2,5,2,4,5,4,2,3,5,1,2.14285714285714,2.75,3.57142857142857
6,2,20,1,1,1,1,1,3,1,4,4,5,4,1,1,4,2,2,2,4,1,4,2,3,1,3,4,3,2,1,3.14285714285714,2.5,2.57142857142857
6,2,20,3,3,2,3,3,3,2,4,3,4,4,4,2,4,2,3,2,3,2,3,4,4,3,4,2,3,4,2.8,3.42857142857143,2.625,3.42857142857143
6,2,21,2,1,1,2,1,3,2,1,4,3,4,4,2,3,5,3,4,5,5,5,3,5,5,4,2,2,3,1.4,3,4,3.42857142857143
6,2,20,2,1,1,2,1,3,2,3,4,2,3,4,4,3,2,3,2,3,2,2,3,4,3,4,2,2,2,1.4,3,2.625,2.85714285714286
6,2,19,1,1,1,3,1,1,1,1,4,1,3,2,1,5,3,3,3,1,1,5,3,5,5,5,3,3,2,1.4,1.85714285714286,2.75,3.71428571428571
6,2,22,2,1,1,2,1,3,1,1,3,2,4,5,2,3,3,2,3,3,3,2,3,4,5,4,2,4,3,1.4,2.71428571428571,2.625,3.57142857142857
6,2,19,1,1,1,1,1,2,3,2,4,3,3,2,3,4,5,5,5,2,4,5,2,5,5,3,3,3,4,1,2.71428571428571,4.125,3.57142857142857
6,2,24,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,2,4,4,3,4,3,3,1,3,1.8,2.28571428571429,3.375,3
6,2,23,1,4,1,2,2,4,1,1,1,4,3,2,1,5,3,3,2,4,2,5,1,4,2,2,2,2,5,2,2.28571428571429,3.125,2.57142857142857
6,2,23,3,3,3,3,3,3,1,2,4,4,4,4,3,2,4,1,4,4,2,3,1,5,1,1,1,2,4,3,3.14285714285714,2.875,2.14285714285714
